"","packet","WiFiArrivalTimes","LTEArrivalTimes","WiFiDelayPackets","LTEDelayPackets","WiFiSentTimes","LTESentTimes","InterArrivals","InterArrivalRevs","feedbackreceivedWiFi","feedbackreceivedLTE"
"1",1,0.142205958816997,0.10081410408,0.140383958817,0.10081410408,0.0018219999999971,0,0,0,0.282589917633997,0.20162820816
"2",2,0.141244881408997,0.102005910156201,0.130951881409,0.0918579101562,0.0102929999999972,0.0101480000000009,0.0404307773289972,-0.0402000486607962,0.272196762817997,0.193863820312401
"3",3,0.141904180191001,0.102713064376798,0.121481180191,0.0824210643768,0.020423000000001,0.0202919999999978,0.0398982700348001,-0.0385318170321995,0.263385360382001,0.185134128753598
"4",4,0.142547796463001,0.104278002319297,0.111998796463,0.0738430023193,0.0305490000000006,0.0304349999999971,0.0398347320862028,-0.0376261778717039,0.254546592926001,0.178121004638597
"5",5,0.143187074874996,0.104932134963999,0.102513074875,0.064355134964,0.0406739999999957,0.040576999999999,0.0389090725556986,-0.0376156614990016,0.245700149749996,0.169287269927999
"6",6,0.143817054962198,0.105586982864401,0.0930180549622,0.0548679828644,0.0507989999999978,0.0507190000000008,0.0388849199981988,-0.0376000920105948,0.236835109924398,0.160454965728801
"7",7,0.144494910858195,0.107047923980696,0.0835719108582,0.0461869239807,0.0609229999999954,0.0608609999999956,0.0389079279937945,-0.0367691309815022,0.228066821716395,0.153234847961396
"8",8,0.1474348822327,0.1078350478668,0.0763878822327,0.0368330478668,0.0710470000000001,0.071002,0.0403869582520045,-0.0366598629913954,0.2238227644654,0.1446680957336
"9",9,0.149116957183798,0.108479166931195,0.0679459571838,0.0273351669312,0.0811709999999977,0.0811439999999948,0.0412819093169977,-0.0389557153015053,0.217062914367598,0.135814333862395
"10",10,0.1497750039673,0.109110888229397,0.0584650039673,0.0178248882294,0.09131,0.0912859999999966,0.0412958370361052,-0.040006068954401,0.2082400079346,0.126935776458797
"11",11,0.150575956130997,0.120348937972998,0.049124956131,0.018914937973,0.101450999999997,0.101433999999998,0.0414650679016006,-0.0294260659943024,0.199700912261997,0.139263875945998
"12",12,0.151219982543897,0.135340087127695,0.0396289825439,0.0237650871277,0.111590999999997,0.111574999999995,0.0308710445708995,-0.0152358690033024,0.190848965087797,0.159105174255395
"13",13,0.151864081237797,0.136002974563597,0.0301160812378,0.0142719745636,0.121747999999997,0.121730999999997,0.0165239941101017,-0.0152170079803002,0.181980162475597,0.150274949127197
"14",14,0.1524930070038,0.148244123550398,0.0205810070038,0.0163481235504,0.131912,0.131895999999998,0.0164900324402029,-0.00361995768739906,0.1730740140076,0.164592247100798
"15",15,0.153136092117298,0.1596380255585,0.0110580921173,0.0175750255585,0.142077999999998,0.142063,0.00489196856690036,0.00714501855470046,0.164194184234598,0.177213051117
"16",16,0.15847900286865,0.168720008560198,0.00621700286865,0.0164740085602,0.152262,0.152245999999998,-0.00115902268984991,0.0155839164429002,0.1646960057373,0.185194017120398
"17",17,0.169465023803709,0.179147891601597,0.00704002380371,0.0167388916016,0.162424999999999,0.162408999999997,0.00074501524351081,0.0206688887329463,0.176505047607419,0.195886783203197
"18",18,0.17988093959045,0.189339932342498,0.00729393959045,0.0167689323425,0.172587,0.172570999999998,0.000733047988853347,0.0198749085387889,0.1871748791809,0.206108864684998
"19",19,0.190046906845088,0.199496978668195,0.00730490684509,0.0167679786682,0.182741999999998,0.182728999999995,0.000706974502589719,0.0196160390777448,0.197351813690178,0.216264957336395
"20",20,0.200210867309572,0.209456998596197,0.00731086730957,0.0165719985962,0.192900000000002,0.192884999999997,0.000713888641376809,0.0194100917511094,0.207521734619142,0.226028997192397
"21",21,0.210149906402587,0.220553036727901,0.00709390640259,0.0175130367279,0.203055999999997,0.203040000000001,0.000692907806389698,0.0203421694183298,0.217243812805177,0.238066073455801
"22",22,0.219428949752806,0.229667140747098,0.00621294975281,0.0164661407471,0.213215999999996,0.213200999999998,-0.00112408697509581,0.0195172343445114,0.225641899505616,0.246133281494198
"23",23,0.230386983062739,0.244186193954502,0.00700998306274,0.0208241939545,0.223376999999999,0.223362000000002,0.000719842315641289,0.024757244201696,0.237396966125479,0.265010387909002
"24",24,0.239779136260989,0.251072044723497,0.00624513626099,0.0175540447235,0.233533999999999,0.233517999999997,-0.00440705769351282,0.0206850616607573,0.246024272521979,0.268626089446997
"25",25,0.249875816360468,0.260139948654196,0.00618481636047,0.0164649486542,0.243690999999998,0.243674999999996,-0.00119622836302821,0.0203608123932073,0.256060632720938,0.276604897308396
"26",26,0.260850976272576,0.270271868377698,0.00700497627258,0.0164408683777,0.253845999999996,0.253830999999998,0.000711027618379712,0.0203960520172298,0.267855952545156,0.286712736755398
"27",27,0.270978094879147,0.280453914703396,0.00698709487915,0.0164399147034,0.263990999999997,0.264013999999996,0.000706226501449081,0.0196029384308202,0.277965189758297,0.296893829406796
"28",28,0.281162936737061,0.290609914703398,0.00701093673706,0.0164399147034,0.274152000000001,0.274169999999998,0.000709022033664852,0.0196318198242508,0.288173873474121,0.307049829406798
"29",29,0.291315929946898,0.301833122589098,0.0070059299469,0.0175061225891,0.284309999999998,0.284326999999998,0.000706015243499836,0.0206701858520367,0.298321859893798,0.319339245178198
"30",30,0.300906970565795,0.311882165298502,0.0064389705658,0.0173971652985,0.294467999999995,0.294485000000002,-0.000926152023302707,0.0205662353516038,0.307345941131595,0.329279330597002
"31",31,0.312594094680787,0.321065179077097,0.00797009468079,0.0164241790771,0.304623999999997,0.304640999999997,0.000711929382285259,0.0201582085113017,0.320564189361577,0.337489358154197
"32",32,0.321777870040886,0.331218986984301,0.00699687004089,0.0164229869843,0.314780999999996,0.314796000000001,0.000712690963789842,0.0186248923035143,0.328774740081776,0.347641973968601
"33",33,0.332095994674678,0.341479937484701,0.00715899467468,0.0165269374847,0.324936999999998,0.324953000000001,0.000877007690377296,0.0197020674438143,0.339254989349358,0.358006874969401
"34",34,0.342200019424441,0.351516920288098,0.00710701942444,0.0164089202881,0.335093000000001,0.335107999999998,0.00072008193973977,0.0194209256134197,0.349307038848881,0.367925840576198
"35",35,0.352231015808106,0.361700935073896,0.00699901580811,0.0164549350739,0.345231999999996,0.345245999999996,0.000714095520007618,0.0195009156494554,0.359230031616216,0.378155870147796
"36",36,0.362412195526116,0.371816165496798,0.00702619552612,0.0164141654968,0.355385999999996,0.355401999999998,0.000711260452219808,0.0195851496886922,0.369438391052236,0.388230330993598
"37",37,0.37252108129883,0.3830530558929,0.00697708129883,0.0174920558929,0.365544,0.365561,0.000704915802031914,0.0206408603667838,0.37949816259766,0.4005451117858
"38",38,0.383800794387819,0.393107966415402,0.00809979438782,0.0173909664154,0.375700999999999,0.375717000000002,0.000747738494919825,0.0205868851165718,0.391900588775639,0.410498932830802
"39",39,0.392358921066278,0.401956917434696,0.00654292106628,0.0161259174347,0.385815999999998,0.385830999999996,-0.000749045349123234,0.0181561230468766,0.398901842132558,0.418082834869396
"40",40,0.402235183792111,0.412833154006996,0.00628018379211,0.016862154007,0.395955000000001,0.395970999999996,0.00027826635741468,0.0204742329407174,0.408515367584221,0.429695308013996
"41",41,0.412310810775761,0.423837182937596,0.00621581077576,0.0177261829376,0.406095000000001,0.406110999999996,-0.000522343231235289,0.0216019991454849,0.418526621551521,0.441563365875196
"42",42,0.424073923721306,0.436507001739498,0.00780892372131,0.0202260017395,0.416264999999996,0.416280999999998,0.000236740783709999,0.0241961909637374,0.431882847442616,0.456733003478998
"43",43,0.432332873413085,0.4427438771362,0.00591087341309,0.0163068771362,0.426421999999995,0.426437,-0.00417412832641273,0.0186699534148943,0.438243746826175,0.4590507542724
"44",44,0.442976916244507,0.452686061996499,0.00639891624451,0.0160920619965,0.436577999999997,0.436593999999999,0.000233039108307298,0.0203531885834143,0.449375832489017,0.468778123992999
"45",45,0.452915929382317,0.464666030822801,0.00619792938232,0.0179300308228,0.446717999999997,0.446736000000001,0.000229867385817595,0.0216891145782941,0.459113858764637,0.482596061645601
"46",46,0.463938150405877,0.473395095626796,0.00706315040588,0.0165030956268,0.456874999999997,0.456891999999996,-0.000727880416924731,0.0204791662444793,0.471001300811757,0.489898191253596
"47",47,0.474103210311889,0.490282082626301,0.00707221031189,0.0232350826263,0.467030999999999,0.467047000000001,0.000708114685092298,0.0263439322204242,0.481175420623779,0.513517165252601
"48",48,0.483428798400881,0.494667160919196,0.00624179840088,0.0174641609192,0.477187000000001,0.477202999999996,-0.00685328422542014,0.0205639506073072,0.489670596801761,0.512131321838396
"49",49,0.49354192938232,0.507547808441198,0.00619792938232,0.0201888084412,0.487344,0.487358999999998,-0.0011252315368756,0.0241190100403171,0.49973985876464,0.527736616882398
"50",50,0.503703889846795,0.513963067260697,0.0062038898468,0.0164470672607,0.497499999999995,0.497515999999997,-0.0038439185944027,0.0204211378783772,0.509907779693595,0.530410134521397
"51",51,0.514665029388427,0.526787924835199,0.00700902938843,0.0191159248352,0.507655999999997,0.507671999999999,0.000701962127729772,0.0230840349884043,0.521674058776857,0.545903849670399
"52",52,0.52567207748413,0.534287981399501,0.00785207748413,0.0164539813995,0.51782,0.517834000000001,-0.00111584735106907,0.0196229520110734,0.53352415496826,0.550741962799001
"53",53,0.535176975509639,0.544669969467195,0.00717997550964,0.0166909694672,0.527996999999999,0.527978999999995,0.000888994110138541,0.0189978919830645,0.542356951019279,0.561360938934395
"54",54,0.545391957550046,0.557339993942296,0.00723695755005,0.0192019939423,0.538154999999996,0.538137999999996,0.000721988082851399,0.0221630184326573,0.552628915100096,0.576541987884596
"55",55,0.558270022003167,0.565783042312595,0.00995302200317,0.0174820423126,0.548316999999997,0.548300999999995,0.000930028060870836,0.0203910847625488,0.568223044006337,0.583265084625195
