"","packet","WiFiArrivalTimes","LTEArrivalTimes","WiFiDelayPackets","LTEDelayPackets","WiFiSentTimes","LTESentTimes","InterArrivals","InterArrivalRevs","feedbackreceivedWiFi","feedbackreceivedLTE"
"1",1,0.0739619731903,0.0166829690247026,0.0739619731903,0.0164799690247,0,0.000203000000002618,0,0,0.1479239463806,0.0331629380494026
"2",2,0.074272868942302,0.0264428439484023,0.0641238689423,0.0161068439484,0.010149000000002,0.0103360000000023,0.0575898999175993,-0.0475191292418977,0.138396737884602,0.0425496878968023
"3",3,0.0762700529784993,0.0481219393615995,0.0559730529785,0.0276589393616,0.0202969999999993,0.0204629999999995,0.049827209030097,-0.0261509295807025,0.132243105956999,0.0757808787231995
"4",4,0.0764750513458022,0.0548768927460016,0.0460350513458,0.024288892746,0.0304400000000022,0.0305880000000016,0.0283531119842028,-0.0213931602324977,0.122510102691602,0.0791657854920016
"5",5,0.0766167693481011,0.0578510043030002,0.0360307693481,0.017138004303,0.0405860000000011,0.0407130000000002,0.0217398766020995,-0.018624047042802,0.112647538696201,0.0749890086060002
"6",6,0.076755871536302,0.0676209527130014,0.0260288715363,0.016783952713,0.050727000000002,0.0508370000000014,0.0189048672333017,-0.00899581663509977,0.102784743072602,0.0844049054260013
"7",7,0.0768980731658993,0.0882937827454025,0.0160300731659,0.0273327827454,0.0608679999999993,0.0609610000000025,0.0092771204528979,0.0115379112091005,0.0929281463317993,0.115626565490802
"8",8,0.0823040338593026,0.0901289224243001,0.0112960338593,0.0190439224243,0.0710080000000026,0.0710850000000001,-0.00598974888609985,0.0132308492584008,0.0936000677186026,0.1091728448486
"9",9,0.0920058668364999,0.105969007858301,0.0108568668365,0.0247600078583,0.0811489999999999,0.0812090000000012,0.00187694441219985,0.0236649739989986,0.102862733673,0.130729015716601
"10",10,0.102710965194701,0.107809823257401,0.0114209651947,0.0164778232574,0.0912900000000008,0.0913320000000013,-0.00325804266360044,0.0158039564209014,0.114131930389401,0.124287646514801
"11",11,0.112717020278902,0.120637966781602,0.0112860202789,0.0191819667816,0.101431000000002,0.101456000000002,0.0049071970215003,0.0179270015869017,0.124003040557802,0.139819933563202
"12",12,0.1220929282684,0.128350050949102,0.0105159282684,0.0167510509491,0.111577,0.111599000000002,0.00145496148679805,0.0156330306702002,0.1326088565368,0.145101101898202
"13",13,0.134319156326302,0.1471730431366,0.0125801563263,0.0254180431366,0.121739000000002,0.121755,0.0059691053771998,0.0250801148681998,0.146899312652602,0.1725910862732
"14",14,0.142544965835601,0.1598200867767,0.0106489658356,0.0279080867767,0.131896000000001,0.131912,-0.00462807730099918,0.0255009304503982,0.153193931671201,0.1877281735534
"15",15,0.152496752929702,0.161695876220702,0.0104217529297,0.0196418762207,0.142075000000002,0.142054000000002,-0.00732333384699788,0.0191509103851006,0.162918505859402,0.181337752441402
"16",16,0.1634757738647,0.168745990600602,0.0112447738647,0.0165309906006,0.152231,0.152215000000002,0.00177989764399877,0.0162492376708998,0.1747205477294,0.185276981201202
"17",17,0.1726779074554,0.1873830162964,0.0102899074554,0.0250120162964,0.162388,0.162371,0.00393191685479821,0.0239072424316998,0.1829678149108,0.2123950325928
"18",18,0.184061855789201,0.2011000825195,0.0115158557892,0.0285720825195,0.172546000000001,0.172528,-0.00332116050719972,0.0284221750640998,0.195577711578401,0.229672165039
"19",19,0.194014961578403,0.2020570327148,0.0113129615784,0.0193710327148,0.182702000000003,0.182686,-0.0070851209410972,0.0179951769255998,0.205327923156803,0.2214280654296
"20",20,0.204060096939101,0.209865086547902,0.0112020969391,0.0170230865479,0.192858000000001,0.192842000000002,0.00200306422430074,0.0158501249694998,0.215262193878201,0.226888173095802
"21",21,0.2142108517303,0.220709877822901,0.0111968517303,0.0177118778229,0.203014,0.202998000000001,0.00434576518239718,0.0166497808837998,0.2254077034606,0.238421755645801
"22",22,0.226158805770902,0.2393829510498,0.0129888057709,0.0262279510498,0.213170000000002,0.213155,0.00544892794800073,0.0251720993195008,0.239147611541802,0.2656109020996
"23",23,0.233842928268401,0.241242938171402,0.0105159282684,0.0179319381714,0.223327000000001,0.223311000000002,-0.00554002278139926,0.0150841324005008,0.244358856536801,0.259174876342802
"24",24,0.244936820632902,0.2509768909607,0.0114548206329,0.0175108909607,0.233482000000002,0.233466,0.00369388246149971,0.0171339626922988,0.256391641265802,0.2684877819214
"25",25,0.2545808896179,0.260851033874501,0.0109438896179,0.0172300338745,0.243637,0.243621000000001,0.00360399865719968,0.0159142132415988,0.2655247792358,0.278081067749001
"26",26,0.264395904724101,0.296399996734602,0.0106039047241,0.0426239967346,0.253792000000001,0.253776000000002,0.0035448708495997,0.0418191071167023,0.274999809448201,0.339023993469202
"27",27,0.2751410506134,0.297835942230201,0.0112030506134,0.0338759422302,0.263938,0.263960000000001,-0.0212589461212024,0.0334400375061002,0.2863441012268,0.331711884460401
"28",28,0.2850629167786,0.2981429170532,0.0109639167786,0.0240259170532,0.274099,0.274117,-0.0127730254516012,0.0230018664398008,0.2960268335572,0.3221688341064
"29",29,0.295266779007,0.301007878021201,0.011002779007,0.0167288780212,0.284264,0.284279000000002,-0.00287613804620013,0.0159449612426019,0.306269558014,0.317736756042401
"30",30,0.313767806671102,0.336540906372102,0.0193448066711,0.0421009063721,0.294423000000002,0.294440000000002,0.0127599286499004,0.0412741273651013,0.333112613342202,0.378641812744202
"31",31,0.315854860931402,0.339966919372602,0.0112738609314,0.0353689193726,0.304581000000002,0.304598000000002,-0.0206860454406992,0.0261991127015003,0.327128721862802,0.375335838745202
"32",32,0.326855862701402,0.340157022766101,0.0121178627014,0.0254030227661,0.314738000000002,0.314754000000001,-0.0131110566712002,0.0243021618346982,0.338973725402802,0.365560045532201
"33",33,0.3350840100708,0.360112980041503,0.0101900100708,0.0352029800415,0.324894,0.324910000000003,-0.00507301269530019,0.0332571173401007,0.3452740201416,0.395315960083003
"34",34,0.346514118957503,0.3766729957275,0.0114641189575,0.0416049957275,0.335050000000003,0.335068,-0.0135988610840002,0.0415889856566992,0.357978237915002,0.418277991455
"35",35,0.3556599653931,0.3787237911987,0.0104379653931,0.0335187911987,0.345222,0.345205,-0.0210130303344,0.0322096722411975,0.3660979307862,0.4122425823974
"36",36,0.366113816894502,0.379539909500102,0.0107498168945,0.0241959095001,0.355364000000002,0.355344000000002,-0.0126099743041984,0.0238799441070026,0.376863633789002,0.403735819000202
"37",37,0.3763878340912,0.399282905868501,0.0108678340912,0.0337789058685,0.36552,0.365504000000001,-0.00315207540890222,0.0331690889739998,0.3872556681824,0.433061811737001
"38",38,0.387766875076301,0.401259910186802,0.0120918750763,0.0256009101868,0.375675000000001,0.375659000000002,-0.0115160307922003,0.0248720760956023,0.399858750152601,0.426860820373602
"39",39,0.396278932647702,0.403242921295201,0.0104489326477,0.0174279212952,0.385830000000002,0.385815000000001,-0.00498097753910026,0.0154760462188998,0.406727865295402,0.420670842590401
"40",40,0.407467020721402,0.420885861328102,0.0114970207214,0.0249328613281,0.395970000000002,0.395953000000002,0.00422409942620106,0.0246069286804001,0.418964041442802,0.445818722656202
"41",41,0.417165925979599,0.447323942932101,0.0110409259796,0.0412149429321,0.406124999999999,0.406109000000001,-0.00371993534850285,0.0398569222106988,0.428206851959199,0.488538885864201
"42",42,0.427310866073599,0.581729831757002,0.0110318660736,0.165465831757,0.416278999999999,0.416264000000002,-0.0200130768585013,0.164563905777402,0.438342732147199,0.747195663514002
"43",43,0.4395789699402,0.583221846359002,0.0131449699402,0.156803846359,0.426434,0.426418000000002,-0.142150861816801,0.155910980285402,0.4527239398804,0.740025692718002
"44",44,0.447407004608201,0.583400982498,0.0108180046082,0.146826982498,0.436589000000001,0.436574,-0.1358148417508,0.1438220125578,0.458225009216401,0.730227964996
"45",45,0.460423981231702,0.583518083481001,0.0136799812317,0.136789083481,0.446744000000002,0.446729000000001,-0.122977001266298,0.1361110788728,0.474103962463402,0.720307166962001
"46",46,0.470364927673301,0.583637999161001,0.0134649276733,0.126754999161,0.456900000000001,0.456883000000001,-0.1131531558077,0.123214017929299,0.483829855346601,0.710392998322001
"47",47,0.4794428260193,0.583749788239002,0.0124068260193,0.116697788239,0.467036,0.467052000000002,-0.104195173141701,0.113384860565702,0.4918496520386,0.700447576478002
"48",48,0.488004951492301,0.583856968292002,0.0108139514923,0.106647968292,0.477191000000001,0.477209000000002,-0.0957448367467012,0.104414142272702,0.498818902984601,0.690504936584002
"49",49,0.498218026184102,0.583971923507699,0.0108690261841,0.0966079235077,0.487349000000002,0.487363999999999,-0.0856389421079001,0.0959669720153982,0.509087052368202,0.680579847015399
"50",50,0.509109024337799,0.584077818817101,0.0116050243378,0.0865588188171,0.497503999999999,0.497519,-0.0748628991699002,0.0858597926329987,0.520714048675599,0.6706366376342
"51",51,0.5203199802246,0.584191866684003,0.0126609802246,0.076516866684,0.507659,0.507675000000003,-0.0637578385925002,0.0750828423462033,0.5329809604492,0.660708733368003
"52",52,0.529500980423,0.584304093063401,0.011677980423,0.0664660930634,0.517823,0.517838000000001,-0.0546908862610026,0.0639841128388008,0.541178960846,0.650770186126801
"53",53,0.538972765426599,0.5844039296722,0.0109927654266,0.0564439296722,0.527979999999999,0.52796,-0.0453313276368017,0.0549029492492003,0.549965530853199,0.6408478593444
"54",54,0.548641961013803,0.584508818191502,0.0105049610138,0.0463898181915,0.538137000000003,0.538119000000002,-0.0357619686583976,0.0455360527649024,0.559146922027603,0.630898636383002
"55",55,0.560702832809402,0.584622819732699,0.0124118328094,0.0363488197327,0.548291000000003,0.548273999999999,-0.0238059853820993,0.0359808587188967,0.573114665618803,0.620971639465399
