"","packet","WiFiArrivalTimes","LTEArrivalTimes","WiFiDelayPackets","LTEDelayPackets","WiFiSentTimes","LTESentTimes","InterArrivals","InterArrivalRevs","feedbackreceivedWiFi","feedbackreceivedLTE"
"1",1,0.134452837341002,0.1411049366,0.134184837341,0.1411049366,0.000268000000001933,0,0,0,0.268637674682002,0.2822098732
"2",2,0.136077870346002,0.14411792276,0.125676870346,0.13396692276,0.0104010000000017,0.0101510000000005,-0.00502706625399835,0.00966508541899852,0.261754740692002,0.27808484552
"3",3,0.164314092499002,0.144855779861001,0.143783092499,0.124556779861,0.0205310000000019,0.0202990000000014,0.0201961697390014,0.00877790951499974,0.308097184998002,0.269412559722001
"4",4,0.165379080261002,0.145752828293003,0.134715080261,0.115322828293,0.0306640000000016,0.0304300000000026,0.0205233004000002,-0.0185612642059992,0.300094160522002,0.261075656586003
"5",5,0.166063889832002,0.150892058502,0.125269889832,0.110331058502,0.0407940000000018,0.0405610000000003,0.0203110615389991,-0.0144870217590013,0.291333779664002,0.261223117004
"6",6,0.166737970566002,0.16399592572,0.115813970566,0.11328792572,0.050924000000002,0.0507080000000002,0.0158459120640017,-0.00206796411200155,0.282551941132002,0.27728385144
"7",7,0.179038963821001,0.173870174866,0.117985963821,0.113015174866,0.0610530000000011,0.0608550000000001,0.0150430381010009,0.00713220429999811,0.297024927642001,0.286885349732
"8",8,0.179720912369001,0.183271924713001,0.108537912369,0.112268924713,0.0711830000000013,0.071003000000001,0.00585073750300125,0.00423296089199987,0.288258824738001,0.295540849426001
"9",9,0.191509020935003,0.193810884857001,0.110198020935,0.112660884857,0.081311000000003,0.0811500000000009,0.008237096222002,0.0140899724879996,0.301707041870003,0.306471769714001
"10",10,0.199445046844002,0.203836006638003,0.108005046844,0.112540006638,0.0914400000000022,0.0912960000000034,0.00563416198700126,0.0123269857030004,0.307450093688002,0.316376013276003
"11",11,0.210852924103001,0.213809106842001,0.109283924103,0.112368106842,0.101569000000001,0.101441000000001,0.00701691746499797,0.014364059997999,0.320136848206001,0.326177213684001
"12",12,0.219422905014001,0.223827883972002,0.107724905014,0.112238883972,0.111698000000001,0.111589000000002,0.00561379817199931,0.0129749598690008,0.327147810028001,0.336066767944002
"13",13,0.230429046967003,0.233962770950003,0.108602046967,0.11222577095,0.121827000000003,0.121737000000003,0.00660116299500108,0.0145398659360026,0.339031093934003,0.346188541900003
"14",14,0.239921184616001,0.243846033676002,0.107966184616,0.111963033676,0.131955000000001,0.131883000000002,0.00595841366599828,0.0134169867089987,0.347887369232001,0.355809067352002
"15",15,0.251702902206001,0.252889063004003,0.109618902206,0.110861063004,0.142084000000001,0.142028000000003,0.00785686852999859,0.012967878388002,0.361321804412001,0.363750126008003
"16",16,0.261371946442002,0.263827970917003,0.109159946442,0.111670970917,0.152212000000002,0.152157000000003,0.00848288343799886,0.012125068711002,0.370531892884002,0.375498941834003
"17",17,0.270871998230001,0.273809892609,0.10853099823,0.111507892609,0.162341000000001,0.162302,0.00704402731299886,0.0124379461669982,0.379402996460001,0.385317785218
"18",18,0.280445839966001,0.284031941345001,0.107957839966,0.111578941345,0.172488000000001,0.172453000000001,0.0066359473570009,0.0131599431149995,0.388403679932001,0.395610882690001
"19",19,0.292075007996001,0.293832994781002,0.109416007996,0.111196994781,0.182659000000001,0.182636000000002,0.00804306665100013,0.0133871548150009,0.401491015992001,0.405029989562002
"20",20,0.300878962189002,0.313839999588003,0.108047962189,0.121031999588,0.192831000000002,0.192808000000003,0.00704596740799951,0.021764991592002,0.408926924378002,0.434871999176003
"21",21,0.311045909073001,0.323986965637,0.108043909073,0.121006965637,0.203002000000001,0.20298,-0.00279409051500151,0.0231080034479984,0.419089818146001,0.444993931274
"22",22,0.321610869217003,0.332528897812001,0.108435869217,0.119376897812,0.213175000000003,0.213152000000001,-0.00237609641999692,0.0214829887389995,0.430046738434003,0.451905795624001
"23",23,0.331792882797,0.341531931519002,0.108445882797,0.118207931519,0.223347,0.223324000000002,-0.00073601501500048,0.0199210623019984,0.440238765594,0.459739863038002
"24",24,0.341950828476003,0.347515883133001,0.108405828476,0.113993883133,0.233545000000003,0.233522000000001,0.000418896957001369,0.0157230003360003,0.450356656952003,0.461509766266001
"25",25,0.352460859695003,0.363608962219,0.108744859695,0.119915962219,0.243716000000003,0.243693,0.00494497656200205,0.0216581337429974,0.461205719390003,0.483524924438
"26",26,0.361962857162002,0.368457075348001,0.108075857162,0.114592075348,0.253887000000002,0.253865000000001,-0.00164610505699803,0.0159962156529984,0.470038714324002,0.483049150696001
"27",27,0.373359076660002,0.382768015091003,0.10929107666,0.118726015091,0.264068000000002,0.264042000000003,0.00490200131200064,0.0208051579290011,0.482650153320002,0.501494030182003
"28",28,0.382083968536001,0.388559974258001,0.107841968536,0.114341974258,0.274242000000001,0.274218000000001,-0.000684046555002427,0.0152008975979994,0.489925937072001,0.502901948516001
"29",29,0.394517931458002,0.397975127457003,0.110096931458,0.113577127457,0.284421000000002,0.284398000000003,0.00595795720000064,0.015891158921002,0.504614862916002,0.511552254914003
"30",30,0.405837937286001,0.405705026321003,0.111259937286,0.111150026321,0.294578000000001,0.294555000000003,0.00786280982899834,0.0111870948630008,0.517097874572001,0.516855052642003
"31",31,0.412761960983002,0.419188183548003,0.108011960983,0.114461183548,0.304750000000002,0.304727000000003,0.00705693466199953,0.0133502462620019,0.520773921966002,0.533649367096003
"32",32,0.423307086060003,0.42539480574,0.10838508606,0.11049580574,0.314922000000003,0.314899,0.00411890251199948,0.0126328447569984,0.531692172120003,0.535890611480001
"33",33,0.433030097549003,0.438738964935001,0.107937097549,0.113667964935,0.325093000000003,0.325071000000001,0.00763529180900202,0.0154318788749984,0.540967195098003,0.552406929870001
